customer_id,age_group,region,branch_code,registration_date
CUST002514,60_plus,south,BR0038,2019-08-31
CUST002515,18-25,SOUTH,BR0066,22-09-2018
CUST002516, 26-40,SOUTH,BR0061,2019-07-19
CUST002517,26 - 40,east,BR0020,2015-02-23
CUST002518, 18-25 ,west,BR0009,28-12-2025
CUST002519,26 - 40,North,BR0094,2015-06-09
CUST002520,18-25,E,BR0091,2018-11-17
CUST002521,,West,BR0042,2020-03-06
CUST002522,41 - 60,East,BR0043,01/10/2024
CUST002523, 18-25 , WEST ,BR0055,25/08/2023
CUST002524,41-60,north,BR0117,2023-09-27
CUST002525,60+,east,BR0043,2017-02-17
CUST002526,60 +,N,br0013,29-05-2015
CUST002527, 60+,WEST,BR0099,23-08-2018
CUST002528,26 - 40,north,BR0071,24-12-2024
CUST002529,41 - 60,EAST ,BR0023,14-06-2019
CUST002530,18-25,East,BR0041,2019-01-27
CUST002531,26_40,NORTH ,BR0076,09/17/2020
CUST002532,18 - 25,WEST,BR0056,10/12/2021
CUST002533,26-40,east,BR0047,24-04-2022
CUST002534,60_plus,W,BR0110,01/27/2025
CUST002535,26-40,EAST ,BR0019,2017-05-02
CUST002536,41-60 ,NORTH,BR0085,10/08/2017
CUST002537,,south,BR0088,21-05-2026
CUST002538,26-40,west,BR0014,30-09-2025
CUST002539,26_40,EAST ,BR0117,2019-09-27
CUST002540,41-60,W,BR0070,04/07/2020
CUST002541,26-40,NORTH,BR0064,31/08/2021
CUST002542,41-60,NORTH ,BR0116,2018-01-14
CUST002543,41-60,EAST ,BR0073,2020-10-23
CUST002544, 26-40,NORTH ,BR0091,2023-02-28
CUST002545,26 - 40,W,BR0062,11/22/2019
CUST002546,60 +,WEST,BR0108,08/02/2017
CUST002547,26-40,NORTH ,BR0028,2019-04-12
CUST002548,, SOUTH,BR0078,21-06-2022
CUST002549,26-40, SOUTH,BR0021,04/06/2022
CUST002550,60+,North,BR0017,2016-09-05
CUST002551,41-60,east,BR0089,2018-05-03
CUST002552,60+,west,BR0120,18/07/2025
CUST002553,26-40,S,BR0082,27/04/2015
CUST002554,60 +,South,BR0117,2015-08-05
CUST002555, 60+,SOUTH,BR0048,18-08-2022
CUST002556,60+,WEST,BR0063,12/27/2021
CUST002557,26_40,S,BR0008,2015-10-17
CUST002558,26_40, SOUTH,BR0073,2019-02-14
CUST002559,41-60,WEST,BR0078,2025-05-14
CUST002560,41 - 60,NORTH,BR0109,2015-09-29
CUST002561,26-40,N,BR0088,09-03-2020
CUST002562,18 - 25,W,BR0001,2025-10-10
CUST002563,60+,South,BR0084,2019-01-29
CUST002564,41-60 ,W,BR0057,2018-04-05
CUST002565,26 - 40,NORTH,BR0022,03/10/2016
CUST002566,60+,East,BR0035,08/05/2024
CUST002567,60+,east,BR0060,2020-08-14
CUST002568,41-60,EAST ,BR0060,2024-09-25
CUST002569,60+, SOUTH,BR0102,16/04/2018
CUST002570,18 - 25,west,,24/05/2019
CUST002571,60+,W,BR0102,2024-01-02
CUST002572,41 - 60,W,BR0115,2020-11-20
CUST002573,26-40,EAST,BR0102,12/02/2016
CUST002574,,WEST,BR0016,2023-12-24
CUST002575,41-60,WEST,BR0008,2021-05-23
CUST002576,41 - 60, WEST ,BR0083,2016-03-15
CUST002577, 18-25 ,NORTH ,BR0014,19-08-2015
CUST002578,18-25,E,BR0088,2018-12-09
CUST002579, 26-40,west,BR0102,02-05-2025
CUST002580,41 - 60,west,BR0096,15/09/2020
CUST002581,26_40,East,BR0011,2019-09-27
CUST002582,41-60,South,BR0100,17/12/2024
CUST002583,60 +, WEST ,BR0096,09/02/2015
CUST002584,60+,west,BR0006,2023-10-08
CUST002585,41-60 ,North,BR0103,09-05-2021
CUST002586,60+,N,BR0072,21/05/2023
CUST002587,60 +,NORTH,BR0008,08/03/2016
CUST002588, 60+,E,BR0022,2024-03-29
CUST002589,18 - 25,south,BR0109,23/11/2015
CUST002590,60+,,BR0109,05/09/2018
CUST002591, 60+,SOUTH,BR0103,23-09-2020
CUST002592,60+,East,BR0120,26-08-2020
CUST002593,26-40,NORTH ,BR0044,20/09/2022
CUST002594,26_40,W,BR0067,05/04/2025
CUST002595,41-60,west,BR0031,20-01-2018
CUST002596,26_40,north,BR0056,06/08/2016
CUST002597,41_60,NORTH,BR0036,2021-08-10
CUST002598,41_60,north,BR0103,20/05/2020
CUST002599,60+,E,BR0004,2017-04-16
CUST002600,26_40,East,BR0028,14/12/2018
CUST002601,60+,south,BR0112,28/05/2016
CUST002602,18-25,NORTH ,BR0024,01/25/2016
CUST002603,41 - 60,E,BR0043,2022-12-07
CUST002604,41-60,North,BR0071,2018-02-16
CUST002605,60_plus,E,BR0076,2021-12-15
CUST002606,26 - 40,EAST ,BR0043,10/12/2019
CUST002607,60+,South,BR0118,2023-07-24
CUST002608,26_40,W,BR0055,2022-07-31
CUST002609,60 +,North,BR0065,30/01/2020
CUST002610,,S,BR0029,2023-04-05
CUST002611,60+, SOUTH,BR0092,2022-06-01
CUST002612,60+, SOUTH,BR0082,22/09/2022
CUST002613,18-25,EAST,BR0020,2024-03-17
CUST002614, 26-40,WEST,BR0014,2016-07-20
CUST002615,41_60,West,BR0108,11-07-2023
CUST002616,41-60 ,EAST ,BR0030,07/31/2016
CUST002617,41-60,,BR0109,11/14/2020
CUST002618,41-60,NORTH ,BR0082,2016-04-29
CUST002619,18-25,S,BR0089,2026-04-26
CUST002620,60+,south,BR0080,2016-09-12
CUST002621,18-25, SOUTH,BR0104,2015-06-23
CUST002622,60+,WEST,BR0119,2023-04-04
CUST002623,41-60,E,BR0073,2022-09-07
CUST002624,60+,NORTH ,BR0066,02/06/2021
CUST002625,41-60,south,BR0120,2026-03-25
CUST002626,60 +,N,BR0024,2023-05-24
CUST002627,41-60,SOUTH,BR0086,2020-11-16
CUST002628,26-40,south,BR0031,12-10-2018
CUST002629,41-60,S,BR0099,30-06-2015
CUST002630, 18-25 ,East,BR0074,2015-08-09
CUST002631,41-60,South,,12/13/2016
CUST002632,26-40,south,BR0091,22-10-2019
CUST002633,60 +, WEST ,BR0012,2017-11-18
CUST002634,18-25,S,BR0029,06-11-2021
CUST002635, 18-25 ,N,BR0053,2019-03-23
CUST002636, 18-25 ,South,BR0072,2017-02-09
CUST002637,60 +,north,BR0092,2025-11-11
CUST002638,26 - 40,N,BR0065,2015-10-20
CUST002639,18-25,SOUTH,BR0032,2023-04-02
CUST002640,18-25, WEST ,BR0106,2018-06-11
CUST002641,60+,West,BR0004,20-04-2026
CUST002642,18-25,WEST,BR0098,2019-08-13
CUST002643,,EAST ,BR0111,04/07/2020
CUST002644,26-40,NORTH,BR0096,14/03/2015
CUST002645,18-25,West,BR0028,2024-02-10
CUST002646,60+,S,BR0022,12/02/2015
CUST002647, 26-40,E,BR0019,29-07-2022
CUST002648,18-25,N,BR0101,2021-12-21
CUST002649,26_40,S,BR0026,2019-04-27
CUST002650,18-25, SOUTH,BR0047,2021-02-18
CUST002651,41-60,WEST,BR0052,28/09/2022
CUST002652,60_plus,east,BR0001,2021-01-15
CUST002653,60+,East,BR0115,2023-07-20
CUST002654,18-25,NORTH,BR0022,2022-06-19
CUST002655,41_60,East,BR0065,09/23/2020
CUST002656,26_40,EAST,BR0113,2022-01-22
CUST002657,41 - 60,,BR0001,11-04-2024
CUST002658,60+,W,BR0035,24-12-2024
CUST002659, 60+,EAST,BR0042,06/25/2015
CUST002660,41-60,NORTH ,BR0117,2016-07-24
CUST002661,41-60,E,BR0112,2025-05-24
CUST002662,26_40,E,BR0091,2022-12-21
CUST002663,60_plus,East,BR0095,07/12/2022
CUST002664,41-60,NORTH,BR0120,01-07-2016
CUST002665,41-60,east,BR0030,06-03-2024
CUST002666,26_40,WEST,BR0088,2024-12-24
CUST002667,18-25,east,BR0010,25/01/2021
CUST002668,41-60 ,East,BR0115,2020-07-01
CUST002669, 26-40, SOUTH,BR0069,03-02-2024
CUST002670,18 - 25, SOUTH,BR0049,2025-08-05
CUST002671,26 - 40,N,BR0060,2021-03-24
CUST002672,18_25,NORTH,BR0016,2020-10-12
CUST002673,18-25,SOUTH,BR0059,09/10/2021
CUST002674,41 - 60, WEST ,BR0072,2026-02-11
CUST002675,18 - 25,South,BR0013,10-09-2015
CUST002676,26_40,N,BR0052,2024-08-26
CUST002677, 26-40,EAST ,BR0040,12/30/2017
CUST002678,18-25,WEST,BR0096,2025-01-09
CUST002679, 18-25 , WEST ,BR0075,15-10-2015
CUST002680,26-40, SOUTH,BR0039,12-12-2018
CUST002681,60+,east,BR0057,31-01-2023
CUST002682, 26-40,EAST ,,2015-11-27
CUST002683,26-40,West,BR0029,22-09-2023
CUST002684,41-60,EAST ,BR0002,09/28/2015
CUST002685,41-60,south,BR0066,2021-02-04
CUST002686,41-60, SOUTH,BR0074,13/01/2023
CUST002687,60 +,W,BR0025,11/14/2019
CUST002688,41 - 60, SOUTH,BR0101,25-02-2026
CUST002689,26-40, SOUTH,BR0094,2015-02-26
CUST002690,26 - 40,North,BR0002,30-05-2019
CUST002691, 26-40,WEST,BR0083,2015-04-14
CUST002692, 18-25 ,EAST,BR0054,16/05/2015
CUST002693,60+,east,BR0107,23-12-2025
CUST002694,26_40, SOUTH,BR0042,2025-02-05
CUST002695, 60+,south,BR0017,2015-11-08
CUST002696,60 +,South,BR0048,2026-06-08
CUST002697,60+,NORTH,BR0002,30-01-2024
CUST002698,60 +,EAST ,BR0012,2024-08-11
CUST002699,41 - 60,North,BR0024,2023-07-20
CUST002700,41-60 , SOUTH,BR0074,07-10-2020
CUST002701,41-60,east,BR0037,2023-04-03
CUST002702,60+,,BR0019,2019-07-30
CUST002703,26-40,West,BR0106,2019-08-03
CUST002704,41-60 ,NORTH ,BR0001,01-10-2015
CUST002705,60_plus,NORTH ,BR0110,10/28/2021
CUST002706,26 - 40,E,BR0036,22/04/2016
CUST002707, 18-25 ,NORTH ,BR0099,2017-05-30
CUST002708,60+, WEST ,BR0107,15-10-2019
CUST002709, 60+,East,BR0074,2024-10-17
CUST002710,26_40,EAST ,BR0076,2026-04-09
CUST002711,26-40,W,BR0028,2022-04-03
CUST002712,60+,south,BR0039,2020-08-19
CUST002713,26-40,north,BR0106,2015-02-11
CUST002714,41-60,EAST ,BR0116,2019-10-03
CUST002715,41_60,NORTH,BR0024,12/29/2015
CUST002716,60 +,E,BR0091,28-07-2016
CUST002717,18-25,EAST,BR0078,09/12/2017
CUST002718,60+,S,,2015-08-01
CUST002719,60+,NORTH,BR0114,07/08/2021
CUST002720, 18-25 ,E,BR0096,15-08-2021
CUST002721,18-25,EAST,BR0044,29/12/2019
CUST002722,60+,WEST,,24-12-2021
CUST002723,26 - 40,EAST,BR0117,2016-11-16
CUST002724,26-40,south,BR0021,2020-12-12
CUST002725,26_40,NORTH ,BR0067,
CUST002726,60+, SOUTH,BR0095,02/24/2020
CUST002727,41-60,WEST,BR0016,2016-06-03
CUST002728,26 - 40,S,BR0119,2022-04-12
CUST002729, 60+,SOUTH,BR0020,24-08-2022
CUST002730,18-25,WEST,BR0052,2021-06-18
CUST002731,18-25,North,BR0001,23/02/2021
CUST002732,18-25,WEST,BR0090,2017-04-17
CUST002733,26-40,east,BR0113,05-04-2015
CUST002734,41-60 , SOUTH,BR0051,24-10-2022
CUST002735,41-60,EAST,BR0086,2023-01-20
CUST002736,60_plus,S,BR0052,2022-09-30
CUST002737,41_60,WEST,BR0038,07-03-2022
CUST002738,60+, WEST ,BR0098,2023-12-13
CUST002739,41-60 ,EAST ,BR0077,2024-04-06
CUST002740,60+, WEST ,BR0038,01/03/2023
CUST002741,26-40,south,BR0023,30/08/2022
CUST002742,18-25,E,BR0009,2016-04-08
CUST002743,41 - 60,East,BR0025,05/02/2023
CUST002744,26-40,South,br0092,28/11/2016
CUST002745,41-60,SOUTH,BR0036,2016-09-07
CUST002746, 60+, SOUTH,BR0062,2021-10-24
CUST002747,18_25,South,BR0063,2016-10-23
CUST002748,18 - 25,south,BR0053,05/10/2024
CUST002749,41-60 ,east,BR0054,2026-04-07
CUST002750,26 - 40,West,BR0038,2022-03-22
CUST002751, 60+,S,BR0006,2023-03-14
CUST002752, 26-40,SOUTH,BR0057,01-07-2023
CUST002753,60+,WEST,BR0017,2019-08-28
CUST002754,26 - 40,E,BR0048,2023-11-20
CUST002755,18_25,north,BR0034,2017-09-24
CUST002756,41-60,west,BR0060,2019-10-16
CUST002757,60+,East,BR0032,2025-02-10
CUST002758,60+,North,BR0039,2026-02-17
CUST002759,41-60 ,N,BR0012,2024-01-19
CUST002760,26-40, SOUTH,BR0028,2019-12-04
CUST002761,41-60 ,South,BR0022,2022-03-18
CUST002762,60+,SOUTH,BR0094,24/11/2019
CUST002763,41_60,,BR0003,
CUST002764,60_plus,South,BR0071,22/01/2019
CUST002765,26-40,S,BR0069,12/11/2020
CUST002766,41 - 60,South,BR0117,30-08-2024
CUST002767,18_25,WEST,BR0070,2019-01-28
CUST002768,41-60,E,BR0072,12/08/2021
CUST002769,41-60,East,BR0112,2016-12-24
CUST002770,41-60 , SOUTH,BR0068,01-08-2022
CUST002771,41-60 ,SOUTH,BR0064,2017-05-05
CUST002772,26 - 40,West,BR0060,2025-12-12
CUST002773,60+,EAST,BR0077,07/12/2015
CUST002774,41-60,West,BR0078,28/12/2025
CUST002775,18-25,North,BR0043,2021-11-26
CUST002776,60+,SOUTH,BR0075,2023-10-31
CUST002777,41_60,north,BR0103,2017-01-03
CUST002778, 26-40,NORTH ,BR0074,2023-09-07
CUST002779,60+,South,BR0056,2016-04-13
CUST002780,60+,E,BR0014,2023-03-02
CUST002781,26-40,,BR0015,24/02/2017
CUST002782,60+,,BR0076,27-05-2026
CUST002783,60+,E,BR0045,27/09/2025
CUST002784,41-60, SOUTH,BR0114,2019-07-03
CUST002785,60 +,E,BR0112,19-12-2024
CUST002786,41-60 ,WEST,BR0108,03/03/2021
CUST002787,41 - 60,south,BR0047,15-02-2015
CUST002788,60+,east,BR0031,09-04-2021
CUST002789,,S,BR0094,2019-03-25
CUST002790,26_40,E,BR0118,2025-08-24
CUST002791,41-60,West,BR0091,2017-04-26
CUST002792,26_40,S,BR0075,07/14/2021
CUST002793,60+, WEST ,BR0032,01/23/2018
CUST002794,60+,SOUTH,BR0098,2016-07-25
CUST002795,26 - 40,NORTH ,BR0015,2017-07-30
CUST002796,41-60 ,W,BR0026,2015-06-27
CUST002797,26-40,east,BR0061,2022-08-28
CUST002798,41 - 60, SOUTH,BR0098,2025-07-20
CUST002799,18_25,North,BR0031,16/02/2017
CUST002800,26-40,east,BR0076,19-04-2017
CUST002801,26_40,WEST,BR0089,22-12-2025
CUST002802,60 +,NORTH ,BR0064,07/08/2019
CUST002803,41_60,E,,2020-09-14
CUST002804,60+,east,BR0001,2017-11-25
CUST002805,18-25,W,BR0065,30/09/2023
CUST002806,18_25,E,BR0035,08-12-2015
CUST002807,41 - 60,North,BR0081,2023-05-04
CUST002808,41-60,NORTH,BR0021,06/11/2015
CUST002809,60_plus,N,BR0022,2023-12-18
CUST002810,26-40,north,BR0102,2025-05-20
CUST002811,18-25,East,BR0118,2017-11-14
CUST002812,26 - 40,W,BR0117,16/10/2017
CUST002813,26-40,east,BR0091,2023-01-19
CUST002814,60+,south,BR0043,2017-05-09
CUST002815,26_40,S,BR0056,18/12/2022
CUST002816,41-60,EAST ,BR0100,2016-10-11
CUST002817,18-25,N,BR0094,2021-10-20
CUST002818,60+,EAST,BR0098,01/08/2017
CUST002819, 18-25 ,east,BR0038,2015-08-08
CUST002820,41-60,south,BR0066,22/05/2026
CUST002821,26_40,east,BR0108,2026-01-22
CUST002822,26-40,North,BR0058,2020-07-27
CUST002823,18-25,east,BR0077,18-12-2021
CUST002824,60+,NORTH ,BR0026,17-06-2024
CUST002825,26-40,south,BR0120,2025-01-07
CUST002826,18_25,South,BR0087,05/29/2016
CUST002827,18 - 25,EAST,BR0119,2022-08-08
CUST002828,26-40,east,BR0103,2019-10-25
CUST002829,60 +, WEST ,BR0072,2015-03-05
CUST002830,18-25,north,BR0061,29-07-2025
CUST002831,18 - 25,W,BR0051,10/06/2020
CUST002832,60+,EAST,BR0005,02-06-2019
CUST002833,41-60, SOUTH,BR0005,28-04-2020
CUST002834,60+,North,BR0086,2025-01-14
CUST002835, 18-25 ,S,BR0058,30/03/2024
CUST002836,26 - 40,SOUTH,BR0039,2021-08-05
CUST002837,60+, SOUTH,BR0109,10/05/2019
CUST002838, 60+,West,BR0101,2025-08-22
CUST002839,41-60 ,EAST ,BR0085,2020-10-08
CUST002840,41-60,east,BR0052,2021-04-05
CUST002841, 60+,west,BR0076,06/07/2016
CUST002842,26-40,South,BR0084,2018-01-22
CUST002843,26-40, SOUTH,BR0063,03/12/2016
CUST002844,18-25,west,BR0067,2020-06-26
CUST002845,41-60,EAST ,BR0084,05/05/2023
CUST002846, 60+,north,BR0109,28-09-2025
CUST002847,41-60 ,West,BR0005,2024-09-28
CUST002848,41-60,East,BR0088,23-03-2025
CUST002849,26-40,N,BR0068,27/06/2015
CUST002850,18-25,EAST,BR0081,01/03/2019
CUST002851,60_plus,South,BR0086,2021-04-05
CUST002852,18-25,NORTH ,BR0047,2020-12-29
CUST002853,41-60 ,west,BR0003,05-06-2015
CUST002854,60+,East,BR0065,21-02-2015
CUST002855,41-60,,BR0097,2018-02-20
CUST002856,60+, SOUTH,BR0058,2015-12-25
CUST002857,26_40,North,BR0053,2018-12-08
CUST002858,60+,NORTH ,BR0033,2018-05-12
CUST002859,18 - 25,WEST,br0093,12/28/2022
CUST002860, 60+,,BR0060,2018-12-27
CUST002861,60_plus,South,BR0047,25/02/2020
CUST002862,18 - 25,E,BR0075,2024-05-22
CUST002863, 60+,SOUTH,BR0030,18-11-2023
CUST002864,41 - 60,EAST,BR0019,2016-06-14
CUST002865,18-25,South,BR0100,2024-05-06
CUST002866,41_60,east,br0090,2021-04-27
CUST002867,41-60,WEST,BR0019,2021-01-17
CUST002868,26-40,S,BR0107,2025-07-22
CUST002869,41_60, WEST ,BR0048,01/26/2026
CUST002870,26-40,NORTH,BR0093,18/11/2016
CUST002871,26-40,NORTH ,BR0114,2015-08-17
CUST002872,41 - 60,west,BR0103,17/12/2022
CUST002873,41-60 ,EAST ,BR0064,2023-04-09
CUST002874,26-40,EAST ,BR0093,2018-08-04
CUST002875,60 +,NORTH,BR0066,2017-08-20
CUST002876,26_40,N,,04-07-2016
CUST002877,26-40,West,BR0045,2025-05-11
CUST002878,60+,West,BR0065,11-05-2017
CUST002879,60+, WEST ,BR0041,07/07/2017
CUST002880,26-40,North,BR0031,22/04/2025
CUST002881,26-40,west,BR0060,01-05-2024
CUST002882, 18-25 ,NORTH ,BR0034,2021-04-30
CUST002883,41-60 ,E,BR0069,14/07/2025
CUST002884,26-40,SOUTH,BR0115,2017-10-05
CUST002885, 18-25 ,W,BR0027,10-10-2019
CUST002886, 60+,EAST ,BR0066,2025-09-16
CUST002887,41-60,SOUTH,BR0087,2026-01-04
CUST002888,18-25,W,BR0076,2017-09-28
CUST002889,26-40,SOUTH,BR0059,08/03/2015
CUST002890,41 - 60,west,BR0083,26-10-2025
CUST002891, 60+,East,BR0017,2022-02-28
CUST002892,18-25,west,BR0076,2018-07-17
CUST002893,18 - 25,W,BR0048,2024-05-14
CUST002894,26-40,W,BR0106,2022-01-27
CUST002895,41-60,east,BR0008,2021-09-22
CUST002896,60+,east,BR0020,24/05/2017
CUST002897, 60+,North,BR0098,2020-07-03
CUST002898,41-60,NORTH,BR0092,2021-09-20
CUST002899,18_25, SOUTH,BR0107,2021-05-14
CUST002900,26-40,east,BR0080,
CUST002901,18_25,East,BR0050,21/08/2022
CUST002902,18 - 25,WEST,BR0032,2016-09-22
CUST002903,41-60,East,BR0081,2018-12-23
CUST002904,41 - 60,EAST ,BR0066,2024-10-12
CUST002905,41-60,South,BR0047,08/21/2022
CUST002906,18-25,E,BR0083,2025-08-14
CUST002907,41-60,E,BR0011,20-04-2017
CUST002908,41-60 ,,BR0011,12-02-2023
CUST002909, 26-40, SOUTH,BR0001,2015-09-08
CUST002910,18-25,east,BR0065,2024-01-17
CUST002911,18 - 25,West,BR0077,02/04/2025
CUST002912,18_25,E,BR0117,09-05-2018
CUST002913,18-25,N,BR0018,31/10/2018
CUST002914, 26-40,North,BR0093,2023-11-07
CUST002915,18 - 25,SOUTH,BR0041,2020-09-04
CUST002916,60+, WEST ,BR0099,10-06-2019
CUST002917,60 +, WEST ,BR0039,2026-03-13
CUST002918,18_25,south,BR0007,21/10/2015
CUST002919,18-25,West,BR0060,2021-03-15
CUST002920,18_25,S,BR0109,31-03-2020
CUST002921,26-40,N,BR0119,21-07-2023
CUST002922,26_40,W,BR0114,2021-02-24
CUST002923,41_60,SOUTH,BR0078,22-10-2016
CUST002924,26 - 40,south,BR0091,26/02/2015
CUST002925,18_25,N,BR0100,2023-12-17
CUST002926, 60+,West,BR0031,04/19/2022
CUST002927,41-60 ,east,BR0021,2022-07-20
CUST002928,26 - 40,E,BR0038,2022-12-13
CUST002929,18-25,west,BR0087,2024-08-14
CUST002930,18-25,EAST,BR0064,2018-02-26
CUST002931, 60+,WEST,BR0026,2018-11-14
CUST002932,18-25,WEST,BR0112,2020-02-28
CUST002933,60 +,East,BR0016,02/11/2022
CUST002934,60+,E,BR0027,05/13/2015
CUST002935,26-40,west,BR0075,2015-08-04
CUST002936, 18-25 , SOUTH,BR0048,2015-12-31
CUST002937,41-60,N,BR0006,2024-06-24
CUST002938, 60+,South,BR0037,2015-03-30
CUST002939,18-25,EAST ,BR0093,2017-05-05
CUST002940,18-25,WEST,BR0081,2020-04-04
CUST002941, 60+,NORTH ,BR0019,15-03-2020
CUST002942,60+, WEST ,BR0010,21-02-2026
CUST002943,60_plus,west,BR0028,2016-09-18
CUST002944, 18-25 ,S,BR0082,2026-05-13
CUST002945,41-60,east,BR0053,23-11-2016
CUST002946,26-40,NORTH ,BR0075,2015-11-25
CUST002947,18-25,E,BR0025,2022-04-18
CUST002948,26-40,east,BR0099,26-10-2016
CUST002949,18_25,EAST ,BR0002,07/02/2025
CUST002950,41-60,East,BR0115,23-10-2022
CUST002951,41-60,NORTH ,BR0118,2024-04-07
CUST002952,26 - 40,SOUTH,BR0005,
CUST002953,41-60,EAST ,BR0009,2021-08-14
CUST002954,41 - 60,north,BR0114,19-12-2021
CUST002955, 18-25 ,East,BR0017,2026-02-28
CUST002956,60_plus,NORTH,BR0060,2018-07-10
CUST002957,41 - 60,NORTH ,BR0040,30-10-2025
CUST002958,18-25,north,BR0030,2025-05-29
CUST002959,26-40,south,BR0037,2019-04-19
CUST002960,41-60,north,BR0089,10/06/2026
CUST002961,41-60 ,WEST,BR0035,2021-01-27
CUST002962,41_60,west,BR0105,2022-06-01
CUST002963,18 - 25,SOUTH,BR0044,19-07-2017
CUST002964,18 - 25,WEST,BR0032,2019-07-29
CUST002965,26-40,east,BR0111,24-06-2020
CUST002966, 26-40,south,BR0016,05-01-2022
CUST002967,41-60,WEST,BR0109,01/11/2024
CUST002968,41-60 ,W,BR0083,2017-05-22
CUST002969,41-60,South,BR0072,2022-10-20
CUST002970,41 - 60,north,BR0104,24-02-2026
CUST002971,60+,East,BR0036,2025-12-17
CUST002972,41-60 ,SOUTH,BR0037,2015-03-13
CUST002973,26_40,West,BR0086,2019-08-31
CUST002974,41 - 60,WEST,BR0018,2020-09-13
CUST002975,41-60,East,BR0006,2019-12-29
CUST002976,41_60, SOUTH,BR0047,03-05-2017
CUST002977,18 - 25,North,BR0008,2021-08-31
CUST002978,41-60,W,BR0020,13/01/2017
CUST002979,41-60 ,east,BR0040,12-12-2022
CUST002980,60 +,North,BR0025,16-06-2021
CUST002981,26_40,South,BR0120,2018-08-15
CUST002982,60 +, WEST ,BR0053,07/09/2015
CUST002983,18-25,west,BR0013,2020-03-10
CUST002984,,South,BR0078,19-07-2021
CUST002985,41-60, SOUTH,BR0116,2021-02-13
CUST002986,41 - 60, SOUTH,BR0101,05-11-2019
CUST002987,26-40,EAST,BR0018,2018-09-14
CUST002988,41 - 60,west,BR0064,2025-09-07
CUST002989,,SOUTH,BR0029,2023-02-08
CUST002990,26_40,SOUTH,BR0079,03/04/2021
CUST002991,41-60, SOUTH,BR0048,2015-08-08
CUST002992,18-25,West,BR0072,07/07/2018
CUST002993,41-60,E,BR0005,09/05/2022
CUST002994,60+,EAST ,BR0004,09/04/2016
CUST002995,41-60,North,BR0094,2015-07-16
CUST002996,60_plus,west,BR0070,07-08-2022
CUST002997,41-60,West,BR0051,2023-10-28
CUST002998,60+,north,BR0018,26-01-2020
CUST002999,41-60,EAST ,BR0063,05/04/2019
CUST003000, 26-40,NORTH ,BR0118,2023-06-21
CUST003001, 60+,W,BR0107,2023-01-27
CUST003002,18-25, WEST ,BR0055,14-01-2025
CUST003003, 60+,East,BR0007,09/10/2019
CUST003004,41-60,south,BR0120,2024-11-16
CUST003005,26_40,west,BR0075,17/02/2018
CUST003006,26 - 40, SOUTH,BR0044,2023-03-03
CUST003007,26-40,SOUTH,BR0100,29/10/2022
CUST003008,26-40,south,BR0049,07/01/2015
CUST003009, 60+,North,BR0116,07/07/2020
CUST003010,26-40,EAST ,BR0069,14/12/2024
CUST003011,18 - 25,NORTH ,BR0064,27/03/2021
CUST003012,60+,E,BR0112,2021-05-13
CUST003013,18 - 25,West,BR0090,10/11/2016
CUST003014,60+,east,BR0107,2018-05-07
CUST003015,60+, SOUTH,BR0113,10-06-2017
CUST003016,60+,E,BR0082,28-11-2019
CUST003017,26-40,NORTH,BR0106,
CUST003018,41-60 ,EAST ,BR0102,2020-12-18
CUST003019,,EAST ,BR0108,2017-03-19
CUST003020,41-60, WEST ,BR0105,12/17/2023
CUST003021,60_plus,EAST ,BR0006,21-03-2026
CUST003022, 26-40,east,BR0010,2026-02-07
CUST003023,60+,east,BR0001,11-02-2023
CUST003024, 26-40,West,BR0056,2016-05-20
CUST003025,41_60,West,BR0032,2020-10-05
CUST003026, 26-40,South,BR0115,2026-05-27
CUST003027,41-60,east,BR0041,2022-12-22
CUST003028,41-60,W,BR0033,2019-09-26
CUST003029,26 - 40,North,BR0051,09/09/2024
CUST003030, 26-40,E,BR0033,2018-02-27
CUST003031,18 - 25,NORTH ,BR0111,2025-07-21
CUST003032,26_40,East,BR0111,2025-04-06
CUST003033,18-25,North,BR0120,23-09-2016
CUST003034,41 - 60,SOUTH,BR0085,2017-11-19
CUST003035,41 - 60,north,BR0094,01/11/2021
CUST003036,60 +,NORTH,BR0055,15-04-2020
CUST003037,41-60,East,BR0050,01/18/2017
CUST003038,18 - 25,E,BR0108,2018-07-31
CUST003039,41-60,EAST,,06-10-2019
CUST003040, 26-40,WEST,,2019-07-15
CUST003041,18_25,South,BR0090,24/11/2017
CUST003042,26_40,east,BR0009,09/02/2025
CUST003043,41-60 ,EAST ,BR0024,2017-05-16
CUST003044, 26-40,S,BR0060,2016-07-19
CUST003045,18-25,South,BR0056,2022-05-31
CUST003046,60_plus,North,BR0078,05-07-2017
CUST003047,60+,east,BR0118,2019-01-20
CUST003048,60 +,SOUTH,BR0091,18-04-2022
CUST003049,41-60,East,BR0038,20-05-2024
CUST003050,26 - 40,NORTH,BR0020,2024-11-25
CUST003051,41-60,N,BR0118,2025-10-26
CUST003052,26-40,East,BR0006,2024-06-27
CUST003053,41-60 , WEST ,BR0114,2024-04-07
CUST003054,41_60,south,BR0054,09/06/2021
CUST003055, 60+,north,BR0053,2025-06-10
CUST003056, 18-25 , WEST ,BR0050,02/04/2023
CUST003057,60+,South,BR0041,12-11-2023
CUST003058,,South,BR0017,2022-08-05
CUST003059,41 - 60,South,BR0053,03/25/2018
CUST003060,18-25,WEST,BR0029,2018-03-15
CUST003061,26-40,south,BR0086,2023-04-14
