transaction_id,customer_id,payment_channel,transaction_amount,transaction_status,transaction_timestamp
TXN0001969,CUST002948,UPI,533.91,SUCCESS,06/05/2026 17:08:58
TXN0001970,CUST000397,NEFT,433.54,SUCCESS,26-06-2026 06:36
TXN0001971,CUST002792,UPI,702.23,SUCCESS,2026-03-04 06:23:00
TXN0001972,CUST002440,Upi,707.29,success,2026-05-25 19:46:26
TXN0001973,CUST004144,Neft,980.02,success,05-03-2026 10:13
TXN0001974,CUST001175,UPI,618.19,SUCCESS,09/05/2026 17:20:18
TXN0001975,CUST002184,UPI,2878.39,SUCCESS,22-03-2026 20:07
TXN0001976,CUST001336,IMPS,232.26,,04-07-2026 13:15
TXN0001977,CUST004867,upi,1120.72,failed,2026-06-02 17:01:55
TXN0001978,CUST005122,NEFT,1176.76,Success,15/05/2026 15:39:01
TXN0001979,CUST000560,Upi,256.04,success,24-03-2026 20:44
TXN0001980,CUST002204,bill_pay,1106.85,SUCCESS,17/04/2026 12:40:49
TXN0001981,CUST003898,NEFT,1215.97,TIMED_OUT,2026-02-18 13:55:05
TXN0001982,CUST001215,,33.38,SUCCESS,01-07-2026 17:21
TXN0001983,CUST002091,UPI,208.76,SUCCESS,31-07-2026 23:48
TXN0001984,CUST003941,IMPS,4698.5,SUCCESS,2026-05-21 23:04:33
TXN0001985,CUST004826,bill_pay,330.92,SUCCESS,2026-05-19 09:08:44
TXN0001986,CUST002687,Neft,162.61,success,10-07-2026 09:08
TXN0001987,CUST005005,NEFT,73.85,Success,2026-02-10 19:43:25
TXN0001988,CUST003876,NEFT,188.37,Success,20-06-2026 15:05
TXN0001989,CUST002555,NEFT,587.5,SUCCESS,2026-06-10 07:19:04
TXN0001990,CUST000610,BILL_PAY,150.38,Success,2026-04-11 01:08:16
TXN0001991,CUST001597,UPI,1502.28,success,07-04-2026 14:18
TXN0001992,CUST001983,imps,250.92,success,16-02-2026 20:07
TXN0001993,CUST003629,neft,989.32,SUCCESS,03/18/2026 03:59 PM
TXN0001994,CUST000909,upi,3794.1,success,2026-05-09 23:19:51
TXN0001995,CUST002840,BILL_PAY,3469.6,Success,2026-05-03 00:58:08
TXN0001996,CUST002997,IMPS,968.51,SUCCESS,2026-01-26 23:32:13
TXN0001997,CUST004347,NEFT,,Success,2026-05-11 16:49:51
TXN0001998,CUST001806,Imps,,SUCCESS,
TXN0001999,CUST003229,Upi,1008.33,success,11/05/2026 17:53:36
TXN0002000,CUST002707,Upi,13546.29,success,2026-06-11 04:42:27
TXN0002001,CUST001698,NEFT,73.11,SUCCESS,29-07-2026 10:59
TXN0002002,CUST005134,BILL_PAY,639.87,success,16-07-2026 05:29
TXN0002003,CUST004708,bill_pay,1434.61,success,2026-07-09 19:22:18
TXN0002004,CUST001332,Bill_Pay,771.0,success,2026-01-13 15:49:03
TXN0002005,CUST002836,UPI,879.49,success,2026-05-30 02:06:37
TXN0002006,CUST004999,Neft,268.24,SUCCESS,2026-05-10 20:41:42
TXN0002007,CUST003791,BILL_PAY,2100.78,success,2026-07-21 03:45:01
TXN0002008,CUST000231,upi,707.68,SUCCESS,2026-02-25 01:01:41
TXN0002009,CUST000546,Neft,875.58,Failed,22/02/2026 15:09:09
TXN0002010,CUST003809,IMPS,2414.34,success,2026-01-04 18:35:25
TXN0002011,CUST003455,UPI,465.46,success,22/03/2026 04:57:37
TXN0002012,CUST005101,UPI,3211.14,FAILED,06-06-2026 14:23
TXN0002013,CUST000263,IMPS,144.88,success,11-07-2026 22:23
TXN0002014,CUST001915,IMPS,938.56,success,2026-03-26 01:31:30
TXN0002015,CUST003550,neft,250.02,SUCCESS,05-05-2026 05:32
TXN0002016,CUST004721,Imps,185.03,SUCCESS,17/06/2026 14:37:58
TXN0002017,CUST000315,neft,6663.77,SUCCESS,10-01-2026 20:16
TXN0002018,CUST002424,bill_pay,-153.32,SUCCESS,18-05-2026 18:18
TXN0002019,CUST003175,neft,724.52,success,22/01/2026 07:16:55
TXN0002020,CUST001672,BILL_PAY,140.86,Success,2026-05-06 15:26:59
TXN0002021,CUST000776,IMPS,2943.93,SUCCESS,2026-07-08 05:00:50
TXN0002022,CUST004711,UPI,413.44,success,03/30/2026 03:31 AM
TXN0002023,CUST004814,BILL PAY,2397.2,failed,2026-03-04 08:09:16
TXN0002024,CUST000097,Upi,1373.26,SUCCESS,16-01-2026 22:14
TXN0002025,CUST002895,imps,10555.12,Success,2026-04-22 12:06:18
TXN0002026,CUST004527,BILL_PAY,112.69,Success,07/03/2026 08:40 AM
TXN0002027,CUST004147,Bill_Pay,206.84,FAILED,19-04-2026 14:40
TXN0002028,CUST000662,Upi,2227.33,SUCCESS,27/07/2026 05:03:06
TXN0002029,CUST001570,,-995.63,success,10/02/2026 14:11:47
TXN0002030,CUST002474,NEFT,506.25,SUCCESS,2026-06-04 21:13:35
TXN0002031,CUST004727,Imps,,SUCCESS,11-01-2026 15:47
TXN0002032,CUST003949,BILL PAY,665.69,success,2026-05-11 13:57:43
TXN0002033,CUST000186,Bill_Pay,Rs.260.91,SUCCESS,09-05-2026 01:36
TXN0002034,CUST003023,BILL_PAY,2436.66,SUCCESS,2026-01-30 02:20:35
TXN0002035,CUST002685,IMPS,692.86,FAILED,2026-01-12 15:06:06
TXN0002036,CUST001484,Neft,760.25,SUCCESS,02-04-2026 11:02
TXN0002037,CUST000856,UPI,1527.56,success,2026-04-08 17:24:07
TXN0002038,CUST004705,BILL_PAY,1606.1,TIMEDOUT,29-05-2026 11:47
TXN0002039,CUST004756,Imps,203.78,SUCCESS,06/28/2026 02:32 PM
TXN0002040,CUST000750,Bill_Pay,472.96,success,2026-07-11 02:02:58
TXN0002041,CUST005057,Imps,128.07,SUCCESS,02/05/2026 01:36:38
TXN0002042,CUST001211,UPI,"Rs.1,014.12",success,08/05/2026 19:00:40
TXN0002043,CUST000781,Upi,6485.48,,05/03/2026 05:19:20
TXN0002044,CUST000970,bill_pay,213.26,SUCCESS,2026-03-23 02:26:28
TXN0002045,CUST004417,imps,104.44,SUCCESS,2026-03-27 02:42:24
TXN0002046,CUST004532,BILL_PAY,311.28,Success,2026-01-02 03:57:23
TXN0002047,CUST003941,BILL PAY,501.12,SUCCESS,2026-04-29 18:16:25
TXN0002048,CUST001992,Imps,1624.61,failed,29-03-2026 17:44
TXN0002049,CUST003664,Neft,442.77,TIMED_OUT,04-04-2026 22:27
TXN0002050,CUST004084,Imps,1036.99,Success,2026-02-03 02:10:25
TXN0002051,CUST001960,BILL_PAY,366.38,SUCCESS,2026-01-15 10:00:49
TXN0002052,CUST003945,BILL PAY,534.28,Success,2026-01-09 03:56:59
TXN0002053,CUST002699,BILL_PAY,251.34,SUCCESS,16-02-2026 02:52
TXN0002054,CUST001872,UPI,174.71,FAILED,07/17/2026 12:09 AM
TXN0002055,CUST005100,bill_pay,1701.81,success,2026-07-19 21:52:52
TXN0002056,CUST002394,Neft,396.49,Success,13-03-2026 02:46
TXN0002057,CUST002527,NEFT,1134.25,FAILED,2026-03-07 02:27:11
TXN0002058,CUST003164,Upi,246.96,SUCCESS,06/05/2026 13:02:15
TXN0002059,CUST002757,IMPS,670.9,SUCCESS,2026-03-12 15:16:54
TXN0002060,CUST000497,BILL_PAY,54.39,SUCCESS,29/01/2026 00:18:41
TXN0002061,CUST004959,NEFT,431.8,SUCCESS,28-04-2026 17:00
TXN0002062,CUST001472,Neft,277.64,failed,2026-06-27 18:49:43
TXN0002063,CUST002027,IMPS,2782.99,SUCCESS,2026-07-15 12:14:07
TXN0002064,CUST000484,upi,147.02,SUCCESS,19-07-2026 20:44
TXN0002065,CUST003159,IMPS,560.83,Success,2026-03-13 02:36:07
TXN0002066,CUST001944,upi,998.67,SUCCESS,2026-05-19 03:38:44
TXN0002067,CUST004396,,2287.81,success,2026-05-13 04:45:54
TXN0002068,CUST005081,upi,1894.63,SUCCESS,2026-03-02 14:05:17
TXN0002069,CUST001207,Imps,615.46,SUCCESS,23/03/2026 07:52:28
TXN0002070,CUST003507,Bill_Pay,725.93,Success,21-04-2026 20:38
TXN0002071,CUST002580,imps,2779.56,SUCCESS,2026-03-26 06:51:24
TXN0002072,CUST000563,Upi,601.57,SUCCESS,2026-07-12 22:31:17
TXN0002073,CUST002574,upi,-824.22,success,22-01-2026 06:01
TXN0002074,CUST000042,Neft,2907.53,Success,18-04-2026 12:49
TXN0002075,CUST003025,UPI,13124.39,Success,2026-06-27 02:55:30
TXN0002076,CUST003588,Upi,913.91,SUCCESS,25-03-2026 12:50
TXN0002077,CUST004294,neft,1261.47,Success,2026-06-20 17:55:55
TXN0002078,CUST004295,UPI,1821.4,success,06/02/2026 05:46:17
TXN0002079,CUST000834,UPI,2869.33,SUCCESS,01/31/2026 08:18 AM
TXN0002080,CUST001762,BILL_PAY,2365.73,Failed,02/16/2026 09:20 PM
TXN0002081,CUST004714,BILL PAY,334.92,SUCCESS,22-01-2026 15:34
TXN0002082,CUST003644,neft,991.41,failed,29/06/2026 15:22:51
TXN0002083,CUST002689,BILL_PAY,2387.99,success,2026-05-17 11:38:26
TXN0002084,CUST000726,Upi,3801.46,success,25-03-2026 06:22
TXN0002085,CUST002054,IMPS,562.03,SUCCESS,10/03/2026 09:31:11
TXN0002086,CUST000605,BILL_PAY,962.12,SUCCESS,18/01/2026 12:56:06
TXN0002087,CUST000595,BILL_PAY,1106.41,,2026-02-26 01:09:21
TXN0002088,CUST002480,IMPS,697.38,SUCCESS,27/01/2026 00:26:08
TXN0002089,CUST004159,,931.89,SUCCESS,10-07-2026 15:57
TXN0002090,CUST001984,NEFT,51.46,FAILED,2026-06-19 19:14:07
TXN0002091,CUST001437,imps,32588.4,SUCCESS,2026-01-26 05:42:11
TXN0002092,CUST000769,BILL_PAY,10609.44,TIMEDOUT,27-02-2026 09:01
TXN0002093,CUST002215,IMPS,535.0,SUCCESS,01/01/2026 13:11:57
TXN0002094,CUST000360,Neft,585.46,SUCCESS,2026-01-05 04:48:03
TXN0002095,CUST003966,Imps,93.16,Success,02-01-2026 05:28
TXN0002096,CUST001989,Upi,77.97,success,28-03-2026 22:12
TXN0002097,CUST000601,NEFT,1207.43,success,02-07-2026 08:22
TXN0002098,CUST000619,NEFT,2401.2,,2026-01-19 10:42:58
TXN0002099,CUST005154,NEFT,1862.39,SUCCESS,30-01-2026 19:44
TXN0002100,CUST000449,Imps,246.2,SUCCESS,18-05-2026 06:03
TXN0002101,CUST003391,Neft,1722.98,Success,2026-07-25 04:48:00
TXN0002102,CUST000179,Neft,574.52,SUCCESS,2026-02-26 11:46:38
TXN0002103,CUST003386,NEFT,426.37,Success,2026-06-21 15:29:56
TXN0002104,CUST000658,UPI,131.94,SUCCESS,2026-04-19 20:59:19
TXN0002105,CUST004147,Upi,282.13,SUCCESS,2026-06-04 19:27:24
TXN0002106,CUST002070,BILL PAY,1243.31,success,2026-04-30 01:04:18
TXN0002107,CUST001011,Bill_Pay,-978.49,success,15-05-2026 17:34
TXN0002108,CUST004831,BILL_PAY,813.77,SUCCESS,14-02-2026 01:50
TXN0002109,CUST003849,BILL PAY,48.79,SUCCESS,03/18/2026 06:36 PM
TXN0002110,CUST001420,Imps,824.0,success,2026-07-08 10:23:17
TXN0002111,CUST003387,BILL PAY,329.27,success,12-02-2026 20:02
TXN0002112,CUST003121,Upi,987.25,TIMED_OUT,15-04-2026 21:19
TXN0002113,CUST000386,upi,2991.14,SUCCESS,2026-07-11 14:40:31
TXN0002114,CUST001804,Upi,388.44,success,18-01-2026 17:54
TXN0002115,CUST001765,neft,753.05,FAILED,2026-04-06 18:53:07
TXN0002116,CUST002186,NEFT,7711.68,FAILED,2026-04-20 08:43:25
TXN0002117,CUST004911,upi,927.81,SUCCESS,2026-07-14 01:42:44
TXN0002118,CUST000485,Imps,647.59,TIMEDOUT,2026-04-14 08:00:34
TXN0002119,CUST002882,NEFT,250.73,Success,31-03-2026 20:54
TXN0002120,CUST003513,UPI,1786.36,Timed_Out,2026-05-28 06:02:19
TXN0002121,CUST003762,Upi,0,SUCCESS,15-03-2026 19:11
TXN0002122,CUST001290,NEFT,3178.64,Success,27-02-2026 22:30
TXN0002123,CUST003015,Bill_Pay,1476.82,success,27/03/2026 12:34:31
TXN0002124,CUST005148,UPI,342.58,success,2026-07-30 21:17:07
TXN0002125,CUST002979,neft,260.24,success,2026-06-23 00:36:15
TXN0002126,CUST002108,imps,267.3,SUCCESS,13-01-2026 15:10
TXN0002127,CUST004318,bill_pay,79.42,Success,2026-03-04 07:31:04
TXN0002128,CUST003519,upi,1171.28,Success,2026-06-23 05:10:17
TXN0002129,CUST002556,NEFT,55.11,Success,24/02/2026 20:17:05
TXN0002130,CUST002219,IMPS,599.87,TIMEDOUT,24-02-2026 08:14
TXN0002131,CUST001190,NEFT,555.36,SUCCESS,09/02/2026 14:24:11
TXN0002132,CUST001566,Neft,449.42,Success,06-07-2026 17:38
TXN0002133,CUST004156,NEFT,1161.24,,2026-02-16 13:52:21
TXN0002134,CUST003858,BILL_PAY,343.55,SUCCESS,2026-01-09 11:16:37
TXN0002135,CUST000316,neft,826.56,success,2026-03-07 00:20:49
TXN0002136,CUST004223,NEFT,"3,177.77",TIMEDOUT,19-07-2026 06:56
TXN0002137,CUST004677,IMPS,1343.99,SUCCESS,2026-04-19 05:49:33
TXN0002138,CUST002376,NEFT,405.49,success,2026-02-10 23:57:18
TXN0002139,CUST003141,,671.46,SUCCESS,2026-05-05 02:54:39
TXN0002140,CUST003227,upi,450.01,FAILED,06/07/2026 11:24:53
TXN0002141,CUST000083,upi,Rs.546.10,SUCCESS,2026-04-03 11:26:01
TXN0002142,CUST004750,Bill_Pay,857.92,success,2026-01-19 14:15:13
TXN0002143,CUST001769,Imps,125.68,Success,22/06/2026 19:24:50
TXN0002144,CUST002199,UPI,97.48,success,04/14/2026 09:36 PM
TXN0002145,CUST000202,NEFT,227.84,Success,2026-05-04 12:39:11
TXN0002146,CUST005097,neft,1231.93,SUCCESS,05/30/2026 10:30 AM
TXN0002147,CUST003374,BILL PAY,1459.68,success,01/12/2026 11:46 PM
TXN0002148,CUST001642,Bill_Pay,1759.81,SUCCESS,2026-04-06 04:23:08
TXN0002149,CUST002506,NEFT,,success,2026-02-01 05:08:26
TXN0002150,CUST002095,Upi,747.85,SUCCESS,2026-04-21 05:14:39
TXN0002151,CUST003760,IMPS,420.15,Success,2026-03-05 17:59:28
TXN0002152,CUST002087,neft,573.37,success,2026-01-24 05:43:17
TXN0002153,CUST005051,neft,411.63,TIMEDOUT,2026-01-23 01:47:41
TXN0002154,CUST005000,Upi,918.88,SUCCESS,
TXN0002155,CUST001951,neft,297.63,Success,2026-02-10 15:50:16
TXN0002156,CUST000726,IMPS,2713.68,SUCCESS,06-06-2026 20:17
TXN0002157,CUST001424,NEFT,2747.01,success,2026-07-04 19:00:09
TXN0002158,CUST003742,BILL PAY,1184.52,Success,2026-04-22 19:11:36
TXN0002159,CUST004512,Upi,2306.08,SUCCESS,05/04/2026 12:30 PM
TXN0002160,CUST001345,Upi,120.59,SUCCESS,26-02-2026 07:40
TXN0002161,CUST005005,UPI,"Rs.2,937.12",Success,2026-04-25 07:52:43
TXN0002162,CUST005100,UPI,1049.13,success,20-03-2026 03:25
TXN0002163,CUST003604,neft,318.24,Success,2026-07-27 08:45:51
TXN0002164,CUST002440,upi,283.8,SUCCESS,28-05-2026 08:41
TXN0002165,CUST001632,UPI,4584.96,success,2026-06-06 10:36:35
TXN0002166,CUST002452,BILL_PAY,1797.0,SUCCESS,04/05/2026 22:59:14
TXN0002167,CUST001935,upi,555.61,SUCCESS,2026-04-09 05:37:46
TXN0002168,CUST001257,UPI,119.13,Success,2026-03-21 06:09:37
TXN0002169,CUST001603,Bill_Pay,3150.37,success,02/07/2026 07:44 PM
TXN0002170,CUST003649,bill_pay,176.16,,15-07-2026 03:58
TXN0002171,CUST004533,upi,428.97,Success,15-01-2026 10:52
TXN0002172,CUST001082,NEFT,554.71,Success,2026-07-30 14:54:47
TXN0002173,CUST002024,NEFT,279.0,SUCCESS,2026-03-11 23:03:16
TXN0002174,CUST004264,Imps,526.12,success,2026-03-11 04:31:42
TXN0002175,CUST003542,NEFT,659.54,success,2026-02-03 20:51:11
TXN0002176,CUST003667,BILL_PAY,513.51,SUCCESS,2026-05-13 23:52:32
TXN0002177,CUST000114,BILL_PAY,975.97,FAILED,2026-04-21 08:14:06
TXN0002178,CUST001492,BILL PAY,4838.41,success,01/23/2026 07:10 PM
TXN0002179,CUST003347,Imps,125.43,success,28/04/2026 01:29:11
TXN0002180,CUST003586,BILL PAY,803.77,FAILED,2026-03-26 13:22:47
TXN0002181,CUST001387,bill_pay,178.24,SUCCESS,2026-06-13 10:00:41
TXN0002182,CUST000729,BILL_PAY,113.03,Success,2026-04-14 13:46:44
TXN0002183,CUST000516,imps,2079.78,success,23/07/2026 16:47:32
TXN0002184,CUST000598,UPI,890.34,success,2026-06-13 17:48:11
TXN0002185,CUST004006,BILL_PAY,105.72,Success,2026-05-01 05:48:10
TXN0002186,CUST000358,upi,525.56,Failed,03/06/2026 07:25:42
TXN0002187,CUST002093,NEFT,72.78,Timed_Out,11-03-2026 05:12
TXN0002188,CUST001492,Bill_Pay,0,Success,20-01-2026 18:33
TXN0002189,CUST002687,imps,47.69,failed,2026-07-01 17:53:27
TXN0002190,CUST002941,IMPS,547.55,success,
TXN0002191,CUST000718,Bill_Pay,1527.56,Success,10-05-2026 19:03
TXN0002192,CUST001783,BILL PAY,"Rs.1,338.21",SUCCESS,04/07/2026 13:15:25
TXN0002193,CUST001672,neft,415.02,SUCCESS,06/24/2026 07:15 AM
TXN0002194,CUST000270,BILL PAY,2212.68,Failed,2026-02-10 01:52:40
TXN0002195,CUST000549,NEFT,3540.93,Success,2026-06-10 12:18:21
TXN0002196,CUST000431,IMPS,1560.34,Success,15-02-2026 13:34
TXN0002197,CUST002581,Imps,341.26,SUCCESS,2026-06-17 17:40:02
TXN0002198,CUST000768,NEFT,,success,2026-04-13 01:08:53
TXN0002199,CUST004568,IMPS,"4,618.08",success,2026-05-24 05:01:21
TXN0002200,CUST002369,bill_pay,451.95,Success,2026-01-11 04:49:59
TXN0002201,CUST001371,NEFT,1343.57,SUCCESS,2026-04-09 05:41:53
TXN0002202,CUST000955,UPI,274.75,success,08/06/2026 23:10:09
TXN0002203,CUST004307,Imps,2233.59,SUCCESS,28-05-2026 21:50
TXN0002204,CUST001999,UPI,241.31,SUCCESS,2026-03-14 22:03:50
TXN0002205,CUST003263,Imps,598.89,success,17/05/2026 18:10:25
TXN0002206,CUST004083,NEFT,1284.32,FAILED,06/12/2026 08:46 PM
TXN0002207,CUST004503,UPI,6164.76,Success,2026-02-13 16:28:28
TXN0002208,CUST003825,BILL_PAY,870.51,SUCCESS,2026-02-08 10:25:24
TXN0002209,CUST004706,IMPS,485.32,SUCCESS,10-07-2026 03:29
TXN0002210,CUST004102,Upi,444.23,SUCCESS,2026-02-13 21:58:35
TXN0002211,CUST004218,UPI,"2,105.62",SUCCESS,07-05-2026 12:34
TXN0002212,CUST004568,IMPS,1158.61,Success,14-06-2026 08:40
TXN0002213,CUST004338,IMPS,1488.97,success,2026-02-05 08:15:38
TXN0002214,CUST003677,bill_pay,4161.53,success,18/06/2026 04:27:54
TXN0002215,CUST000828,IMPS,714.87,SUCCESS,2026-01-26 21:55:26
TXN0002216,CUST004627,Bill_Pay,1059.95,SUCCESS,28/02/2026 19:05:55
TXN0002217,CUST004603,Bill_Pay,437.32,SUCCESS,14-07-2026 11:47
TXN0002218,CUST000024,IMPS,263.2,SUCCESS,2026-07-06 10:41:42
TXN0002219,CUST001313,NEFT,324.94,success,2026-07-06 06:37:51
TXN0002220,CUST001942,Neft,37.77,SUCCESS,2026-04-23 12:45:50
TXN0002221,CUST000945,Neft,1267.95,Success,18-06-2026 19:06
TXN0002222,CUST004278,IMPS,1111.9,Success,2026-05-04 10:50:51
TXN0002223,CUST002947,Bill_Pay,1234.42,success,2026-05-20 15:59:09
TXN0002224,CUST001249,upi,244.41,success,2026-04-14 04:38:15
TXN0002225,CUST004101,neft,331.37,Success,2026-05-07 21:15:37
TXN0002226,CUST002232,neft,319.37,success,2026-07-23 13:21:33
TXN0002227,CUST005072,NEFT,2540.71,Success,2026-07-10 16:16:44
TXN0002228,CUST001799,imps,831.89,success,14/04/2026 21:11:35
TXN0002229,CUST003988,Neft,705.69,SUCCESS,19-04-2026 23:05
TXN0002230,CUST004072,Bill_Pay,1673.39,SUCCESS,25/01/2026 23:16:44
TXN0002231,CUST003062,bill_pay,320.58,Success,2026-07-12 04:30:52
TXN0002232,CUST004250,imps,"Rs.1,028.38",Success,2026-04-01 21:59:48
TXN0002233,CUST003291,UPI,7467.61,Success,2026-02-25 12:57:58
TXN0002234,CUST003555,UPI,3129.95,Success,04/30/2026 10:34 PM
TXN0002235,CUST001335,Neft,1009.36,SUCCESS,2026-03-13 10:46:12
TXN0002236,CUST004938,bill_pay,738.07,FAILED,2026-03-20 07:54:22
TXN0002237,CUST000349,NEFT,1221.08,SUCCESS,07-07-2026 14:56
TXN0002238,CUST003855,neft,3777.31,success,29-04-2026 00:38
TXN0002239,CUST000729,imps,3412.07,SUCCESS,2026-04-03 16:40:21
TXN0002240,CUST003004,IMPS,4763.5,SUCCESS,02-05-2026 04:03
TXN0002241,CUST003189,BILL_PAY,890.21,SUCCESS,01-07-2026 20:17
TXN0002242,CUST001825,BILL_PAY,-54.68,Success,2026-04-24 04:25:17
TXN0002243,CUST004293,BILL_PAY,6688.43,SUCCESS,2026-05-23 19:24:43
TXN0002244,CUST000833,Imps,262.56,SUCCESS,2026-07-10 03:08:28
TXN0002245,CUST001149,UPI,62.14,failed,2026-03-14 21:28:59
TXN0002246,CUST002200,NEFT,1638.14,FAILED,2026-07-13 07:36:53
TXN0002247,CUST004184,IMPS,55.81,SUCCESS,21-03-2026 15:26
TXN0002248,CUST004970,BILL_PAY,688.25,SUCCESS,14-05-2026 15:15
TXN0002249,CUST000550,imps,54.96,FAILED,2026-03-27 16:17:37
TXN0002250,CUST002412,UPI,452.89,Success,2026-06-07 20:13:15
TXN0002251,CUST003425,IMPS,4779.32,Success,2026-06-27 19:11:43
TXN0002252,CUST004053,NEFT,,SUCCESS,2026-04-27 15:06:23
TXN0002253,CUST002124,BILL PAY,679.68,Success,2026-03-14 03:30:37
TXN0002254,CUST000580,Neft,1172.81,SUCCESS,03/25/2026 10:07 AM
TXN0002255,CUST003387,neft,25.91,Success,2026-07-01 21:23:28
TXN0002256,CUST002985,IMPS,312.35,Success,29-05-2026 04:23
TXN0002257,CUST000721,NEFT,370.21,SUCCESS,2026-07-16 01:53:39
TXN0002258,CUST000878,Neft,"Rs.1,422.25",SUCCESS,17-05-2026 20:36
TXN0002259,CUST003012,Imps,203.98,SUCCESS,24-07-2026 09:43
TXN0002260,CUST002791,neft,844.22,SUCCESS,2026-01-14 21:45:35
TXN0002261,CUST004108,bill_pay,604.93,SUCCESS,2026-01-02 20:31:06
TXN0002262,CUST002015,NEFT,331.97,success,2026-02-01 10:40:16
TXN0002263,CUST001987,IMPS,357.37,SUCCESS,2026-05-30 16:09:00
TXN0002264,CUST002916,upi,598.42,SUCCESS,12-02-2026 19:35
TXN0002265,CUST002575,bill_pay,72.08,SUCCESS,01/06/2026 12:53:10
TXN0002266,CUST002752,UPI,1703.27,success,2026-06-09 05:02:00
TXN0002267,CUST004780,imps,260.5,Success,2026-04-26 22:57:27
TXN0002268,CUST004025,bill_pay,486.99,timed_out,22-01-2026 16:24
TXN0002269,CUST003029,NEFT,4528.95,SUCCESS,2026-04-08 06:02:37
TXN0002270,CUST003939,imps,1741.59,Success,2026-03-29 05:10:34
TXN0002271,CUST000042,Bill_Pay,167.1,SUCCESS,2026-06-16 03:22:24
TXN0002272,CUST004877,NEFT,22.05,SUCCESS,05-06-2026 11:32
TXN0002273,CUST001104,Bill_Pay,1236.87,SUCCESS,2026-06-18 18:46:58
TXN0002274,CUST001528,Bill_Pay,509.88,,06/01/2026 00:11:46
TXN0002275,CUST001848,neft,850.4,success,2026-02-02 16:08:13
TXN0002276,CUST001269,Neft,"Rs.1,667.46",success,07/13/2026 05:06 AM
TXN0002277,CUST000380,bill_pay,2036.37,success,2026-05-28 08:00:33
TXN0002278,CUST000121,BILL PAY,404.19,SUCCESS,10-06-2026 19:58
TXN0002279,CUST002946,UPI,586.86,Success,2026-01-15 06:16:38
TXN0002280,CUST003334,UPI,1066.32,SUCCESS,10-01-2026 22:44
TXN0002281,CUST000365,Upi,1155.54,SUCCESS,31/05/2026 18:01:22
TXN0002282,CUST004658,neft,840.34,SUCCESS,10-06-2026 12:26
TXN0002283,CUST004171,BILL_PAY,3845.41,SUCCESS,13-03-2026 17:52
TXN0002284,CUST005060,Imps,1139.52,FAILED,03/30/2026 03:07 PM
TXN0002285,CUST001682,BILL_PAY,1635.79,SUCCESS,2026-01-05 09:09:45
TXN0002286,CUST000045,NEFT,929.94,Success,05/18/2026 06:46 PM
TXN0002287,CUST002664,NEFT,202.34,FAILED,2026-05-12 16:19:10
TXN0002288,CUST004617,IMPS,Rs.311.23,SUCCESS,28-03-2026 23:22
TXN0002289,CUST001958,Upi,159.64,SUCCESS,05/14/2026 09:04 PM
TXN0002290,CUST004936,imps,2356.15,SUCCESS,
TXN0002291,CUST004841,UPI,105.1,Success,2026-06-29 06:49:46
TXN0002292,CUST000990,,558.98,success,28-01-2026 15:28
TXN0002293,CUST004748,imps,430.2,SUCCESS,28/04/2026 18:03:53
TXN0002294,CUST001828,IMPS,59.8,TIMEDOUT,2026-01-25 17:54:48
TXN0002295,CUST002445,Neft,417.37,SUCCESS,2026-03-26 08:45:05
TXN0002296,CUST004067,Imps,460.94,success,16-06-2026 21:51
TXN0002297,CUST000912,UPI,-4986.1,success,02-05-2026 21:49
TXN0002298,CUST004463,IMPS,67.09,success,2026-07-19 15:03:54
TXN0002299,CUST004049,BILL_PAY,3207.99,failed,
TXN0002300,CUST003204,imps,508.17,SUCCESS,2026-05-20 11:59:41
TXN0002301,CUST004672,Bill_Pay,1865.91,success,2026-06-25 06:47:30
TXN0002302,CUST000685,NEFT,731.99,SUCCESS,30/05/2026 11:25:29
TXN0002303,CUST004387,UPI,177.98,failed,2026-03-01 06:06:04
TXN0002304,CUST004648,upi,0,success,05/07/2026 02:39 AM
TXN0002305,CUST004882,IMPS,2926.91,SUCCESS,2026-03-26 07:35:32
TXN0002306,CUST000648,imps,192.8,failed,04/18/2026 02:18 AM
TXN0002307,CUST003804,Upi,1359.12,SUCCESS,2026-04-06 09:57:55
TXN0002308,CUST002438,BILL_PAY,327.71,SUCCESS,26-07-2026 17:20
TXN0002309,CUST001035,Upi,109.92,SUCCESS,08-03-2026 10:25
TXN0002310,CUST002079,BILL_PAY,261.23,timed_out,2026-01-04 00:58:21
TXN0002311,CUST000660,UPI,3365.35,TIMEDOUT,2026-07-02 21:32:03
TXN0002312,CUST004683,BILL PAY,1926.44,SUCCESS,2026-04-29 17:02:02
TXN0002313,CUST002086,UPI,467.27,FAILED,29-04-2026 21:12
TXN0002314,CUST001994,Upi,"3,387.68",success,2026-06-19 08:11:45
TXN0002315,CUST001678,Imps,2631.31,SUCCESS,2026-04-14 00:39:18
TXN0002316,CUST004944,BILL_PAY,261.69,SUCCESS,2026-03-25 11:59:49
TXN0002317,CUST003635,Bill_Pay,4701.19,Success,05-06-2026 16:06
TXN0002318,CUST002024,upi,-425.3,Success,05/27/2026 08:42 PM
TXN0002319,CUST001471,NEFT,497.09,success,2026-06-18 17:42:17
TXN0002320,CUST002896,IMPS,68.85,success,2026-06-28 23:02:17
TXN0002321,CUST004083,IMPS,320.8,SUCCESS,2026-06-02 10:11:31
