event_id,customer_id,channel_type,action_performed,event_timestamp
EVT0002207,CUST002133,NET BANKING,LOGIN,01/26/2026 10:13 AM
EVT0002208,CUST002099,MOBILE_APP,INITIATE_TRANSFER,2026-03-04 00:49:33
EVT0002209,CUST000036,Net_Banking,Logout,2026-05-17 10:49:01
EVT0002210,CUST000058,MOBILE_APP,Logout,2026-01-19 09:25:11
EVT0002211,CUST004039,Mobile_App,VIEW_BALANCE,2026-06-03 03:23:59
EVT0002212,CUST002417,MOBILE_APP,Logout,2026-07-18 13:14:14
EVT0002213,CUST000229,MOBILE APP,VIEW_BALANCE,14/07/2026 06:34:27
EVT0002214,CUST004237,NET BANKING,login,2026-05-19 17:11:26
EVT0002215,CUST004607,NET_BANKING,initiate_transfer,16/06/2026 01:58:25
EVT0002216,CUST000202,NET_BANKING,LOGIN,2026-03-24 01:50:46
EVT0002217,CUST003575,NET_BANKING,view_balance,2026-07-11 02:43:15
EVT0002218,CUST001122,Net_Banking,View_Balance,2026-03-31 19:23:34
EVT0002219,CUST004521,NET BANKING,logout,2026-07-12 04:58:11
EVT0002220,CUST003061,Net_Banking,View_Balance,24/05/2026 17:52:18
EVT0002221,CUST002530,NET_BANKING,logout,2026-07-10 08:38:08
EVT0002222,CUST003115,Net_Banking,LOGIN,13-07-2026 17:10
EVT0002223,CUST003198,net_banking,Login,19/03/2026 10:40:00
EVT0002224,CUST003593,NET BANKING, LOGOUT,2026-05-29 17:45:53
EVT0002225,CUST000278,MOBILE_APP,LOGIN,12-06-2026 23:08
EVT0002226,CUST001103,Net_Banking, LOGOUT,26/05/2026 02:10:41
EVT0002227,CUST005155,MOBILE_APP,LOGIN,2026-01-24 12:14:21
EVT0002228,CUST003500,net_banking,Initiate_Transfer,2026-06-30 21:14:10
EVT0002229,CUST000360,NET_BANKING,view_balance,27-05-2026 13:33
EVT0002230,CUST001432,MOBILE APP,logout,2026-06-29 19:16:51
EVT0002231,CUST003249,NET BANKING,initiate_transfer,2026-01-22 09:27:44
EVT0002232,CUST001150,NET BANKING, LOGOUT,19-05-2026 00:10
EVT0002233,CUST004212,,VIEW_BALANCE,2026-05-01 17:07:36
EVT0002234,CUST003620,mobile_app,LOGOUT,2026-04-06 16:44:58
EVT0002235,CUST000839,MOBILE_APP,LOGOUT,16/05/2026 01:23:14
EVT0002236,CUST004212,Net_Banking,view_balance,2026-01-25 13:56:06
EVT0002237,CUST001792,Mobile_App,logout,2026-04-16 10:37:56
EVT0002238,CUST003169,NET BANKING,LOGIN ,2026-04-26 11:58:05
EVT0002239,CUST004722,net_banking,VIEW_BALANCE,31/05/2026 00:12:28
EVT0002240,CUST003834,mobile_app,LOGIN,2026-07-08 11:59:42
EVT0002241,CUST001018,net_banking,login,2026-03-19 12:54:29
EVT0002242,CUST002059,NET BANKING,VIEW_BALANCE,2026-06-22 19:53:14
EVT0002243,CUST002879,NET_BANKING,VIEW_BALANCE,2026-07-02 03:41:10
EVT0002244,CUST001048,Mobile_App,Login,07-06-2026 17:18
EVT0002245,CUST001150,Mobile_App,LOGOUT,2026-04-22 08:41:56
EVT0002246,CUST004472,NET BANKING,LOGIN,07/14/2026 09:50 PM
EVT0002247,CUST004234,mobile_app,LOGIN,07-05-2026 17:49
EVT0002248,CUST001175,NET BANKING,INITIATE_TRANSFER,21/01/2026 16:43:45
EVT0002249,CUST003853,NET_BANKING,LOGOUT,2026-07-23 14:40:24
EVT0002250,CUST001756,NET BANKING, LOGOUT,12-07-2026 07:59
EVT0002251,CUST001610,NET_BANKING,view_balance,2026-05-11 16:08:30
EVT0002252,CUST003008,NET_BANKING,LOGIN,18-07-2026 14:37
EVT0002253,CUST003631,MOBILE_APP,LOGOUT,2026-01-04 13:04:09
EVT0002254,CUST004076,MOBILE APP,View_Balance,01/18/2026 09:02 AM
EVT0002255,CUST003729,NET_BANKING,LOGIN ,27-05-2026 18:18
EVT0002256,CUST003988,NET BANKING,Logout,2026-05-22 06:00:25
EVT0002257,CUST001067,Mobile_App,view_balance,2026-03-29 18:49:51
EVT0002258,CUST000585,Mobile_App,LOGIN,2026-02-05 18:55:42
EVT0002259,CUST001982,MOBILE_APP,view_balance,01-07-2026 17:09
EVT0002260,CUST002782,mobile_app, LOGOUT,29-05-2026 09:30
EVT0002261,CUST002489,MOBILE APP,logout,2026-06-24 08:02:35
EVT0002262,CUST000727,MOBILE_APP,logout,25-02-2026 02:14
EVT0002263,CUST004357,NET BANKING,VIEW_BALANCE,16-06-2026 08:41
EVT0002264,CUST002147,Net_Banking,view_balance,2026-05-21 10:31:08
EVT0002265,CUST000809,net_banking,LOGOUT,05-03-2026 04:47
EVT0002266,CUST001215,Mobile_App,INITIATE_TRANSFER,2026-07-02 07:55:00
EVT0002267,CUST002818,NET_BANKING,INITIATE_TRANSFER,17-07-2026 22:04
EVT0002268,CUST002996,MOBILE_APP,INITIATE_TRANSFER,2026-03-24 14:55:48
EVT0002269,CUST002049,MOBILE APP,VIEW_BALANCE,11-02-2026 20:43
EVT0002270,CUST002748,,LOGOUT,2026-04-09 16:56:14
EVT0002271,CUST002790,Net_Banking,,2026-06-29 05:58:53
EVT0002272,CUST002894,MOBILE APP,Logout,12-05-2026 03:49
EVT0002273,CUST003532,NET_BANKING,view_balance,2026-01-02 17:00:18
EVT0002274,CUST000661,MOBILE_APP,LOGIN,2026-02-02 03:28:23
EVT0002275,CUST001998,net_banking,VIEW_BALANCE,01/06/2026 06:41 AM
EVT0002276,CUST005171,MOBILE_APP,VIEW_BALANCE,2026-05-18 22:01:24
EVT0002277,CUST001482,MOBILE_APP,LOGIN,21-02-2026 14:24
EVT0002278,CUST004251,MOBILE APP,initiate_transfer,2026-06-13 05:00:30
EVT0002279,CUST001644,MOBILE_APP,,2026-01-22 06:45:19
EVT0002280,CUST003225,Mobile_App,INITIATE_TRANSFER,2026-01-22 06:48:30
EVT0002281,CUST001741,Mobile_App,LOGIN ,2026-05-05 05:35:31
EVT0002282,CUST004265,mobile_app,INITIATE_TRANSFER,06/24/2026 01:42 AM
EVT0002283,CUST001247,,LOGIN,14-06-2026 22:21
EVT0002284,CUST003422,NET_BANKING,Initiate_Transfer,2026-06-10 08:25:11
EVT0002285,CUST001126,net_banking,VIEW_BALANCE,02-04-2026 09:10
EVT0002286,CUST004278,mobile_app,VIEW_BALANCE,2026-01-01 07:21:42
EVT0002287,CUST001843,net_banking,LOGIN,25/03/2026 22:47:12
EVT0002288,CUST004905,MOBILE APP,Login,2026-07-22 22:21:08
EVT0002289,CUST005110,Mobile_App,Logout,2026-04-15 00:40:12
EVT0002290,CUST002374,Mobile_App,INITIATE_TRANSFER,07/24/2026 10:36 PM
EVT0002291,CUST004223,MOBILE_APP,LOGIN,
EVT0002292,CUST002091,NET_BANKING,VIEW_BALANCE,13/06/2026 09:23:00
EVT0002293,CUST001751,MOBILE_APP,initiate_transfer,2026-01-28 11:15:21
EVT0002294,CUST001949,NET_BANKING,LOGIN ,11-02-2026 00:07
EVT0002295,CUST000346,net_banking, LOGOUT,2026-06-15 12:33:08
EVT0002296,CUST005197,MOBILE_APP,INITIATE_TRANSFER,03/01/2026 12:40 PM
EVT0002297,CUST000235,net_banking,logout,05/25/2026 11:43 AM
EVT0002298,CUST005102,NET BANKING,view_balance,2026-06-09 22:15:43
EVT0002299,CUST003453,MOBILE_APP, LOGOUT,2026-03-06 00:27:36
EVT0002300,CUST000524,net_banking,view_balance,2026-04-03 04:16:03
EVT0002301,CUST002130,NET BANKING,Initiate_Transfer,05-05-2026 02:18
EVT0002302,CUST000386,net_banking,logout,01-06-2026 06:06
EVT0002303,CUST002900,mobile_app,LOGOUT,2026-03-09 17:39:18
EVT0002304,CUST002206,MOBILE_APP,login,
EVT0002305,CUST002242,net_banking,LOGIN,12/03/2026 04:44:37
EVT0002306,CUST000205,Mobile_App,initiate_transfer,2026-02-03 13:30:35
EVT0002307,CUST003309,MOBILE_APP,INITIATE_TRANSFER,2026-06-09 04:57:35
EVT0002308,CUST000449,MOBILE_APP,LOGOUT,01/16/2026 06:24 PM
EVT0002309,CUST002140,NET_BANKING,INITIATE_TRANSFER,2026-07-13 12:58:47
EVT0002310,CUST004345,NET BANKING,LOGOUT,2026-07-16 20:49:24
EVT0002311,CUST000919,MOBILE_APP,Login,2026-05-25 18:52:41
EVT0002312,CUST004601,NET BANKING,View_Balance,2026-04-20 01:00:16
EVT0002313,CUST004302,Mobile_App,VIEW_BALANCE,2026-07-12 15:38:12
EVT0002314,CUST000170,mobile_app,VIEW_BALANCE,20-03-2026 11:03
EVT0002315,CUST004793,MOBILE APP,INITIATE_TRANSFER,12-07-2026 19:50
EVT0002316,CUST002922,NET_BANKING,view_balance,2026-07-27 22:00:19
EVT0002317,CUST004880,NET_BANKING,logout,
EVT0002318,CUST001642,NET BANKING,initiate_transfer,2026-05-08 02:26:29
EVT0002319,CUST002922,Net_Banking,Initiate_Transfer,2026-06-11 02:13:21
EVT0002320,CUST000570,NET BANKING,LOGIN,2026-05-30 11:37:15
EVT0002321,CUST003846,mobile_app,LOGIN,03-07-2026 05:22
EVT0002322,CUST001143,MOBILE_APP,Initiate_Transfer,18-06-2026 17:50
EVT0002323,CUST003530,Mobile_App,INITIATE_TRANSFER,2026-04-10 03:23:38
EVT0002324,CUST004054,MOBILE_APP,LOGOUT,09/06/2026 23:37:38
EVT0002325,CUST003139,Net_Banking,view_balance,2026-04-21 08:58:56
EVT0002326,CUST004153,MOBILE_APP,View_Balance,2026-04-09 03:01:20
EVT0002327,CUST001624,net_banking,view_balance,01-03-2026 13:26
EVT0002328,CUST005015,NET_BANKING,View_Balance,02/15/2026 11:58 AM
EVT0002329,CUST002866,MOBILE APP,initiate_transfer,29-05-2026 19:49
EVT0002330,CUST004454,NET_BANKING,LOGOUT,2026-02-27 09:00:47
EVT0002331,CUST003347,MOBILE_APP,view_balance,2026-04-14 10:43:49
EVT0002332,CUST004928,NET_BANKING, LOGOUT,2026-03-01 20:56:40
EVT0002333,CUST000728,NET_BANKING,View_Balance,2026-06-26 03:25:16
EVT0002334,CUST004514,MOBILE_APP,view_balance,06-03-2026 02:29
EVT0002335,CUST004132,MOBILE_APP,Initiate_Transfer,07/17/2026 09:36 AM
EVT0002336,CUST001767,MOBILE_APP,LOGIN ,2026-07-22 03:40:39
EVT0002337,CUST000253,,view_balance,2026-02-23 04:03:53
EVT0002338,CUST000120,Net_Banking,Logout,2026-07-09 05:43:49
EVT0002339,CUST002201,NET_BANKING,View_Balance,2026-04-19 20:07:05
EVT0002340,CUST001678,Net_Banking,logout,02/01/2026 04:58 AM
EVT0002341,CUST000901,mobile_app, LOGOUT,23-03-2026 20:07
EVT0002342,CUST005003,MOBILE APP,View_Balance,26-03-2026 12:16
EVT0002343,CUST000786,MOBILE_APP,INITIATE_TRANSFER,2026-06-26 16:50:01
EVT0002344,CUST002169,MOBILE APP,LOGOUT,06/01/2026 10:26:57
EVT0002345,CUST001717,Net_Banking,LOGIN,2026-02-10 17:15:51
EVT0002346,CUST002837,NET BANKING,Initiate_Transfer,2026-02-13 17:12:42
EVT0002347,CUST004943,MOBILE_APP,Initiate_Transfer,2026-01-20 21:48:09
EVT0002348,CUST002088,net_banking,view_balance,13-03-2026 08:06
EVT0002349,CUST000926,net_banking,VIEW_BALANCE,09-03-2026 13:51
EVT0002350,CUST000814,MOBILE APP,LOGOUT,2026-03-11 02:00:15
EVT0002351,CUST004664,MOBILE APP, LOGOUT,22/07/2026 18:16:10
EVT0002352,CUST001126,MOBILE APP,logout,28/02/2026 06:14:50
EVT0002353,CUST002671,MOBILE APP,initiate_transfer,16-05-2026 00:15
EVT0002354,CUST004488,Mobile_App,login,11-03-2026 22:01
EVT0002355,CUST001351,MOBILE_APP,View_Balance,2026-07-26 11:37:39
EVT0002356,CUST000781,MOBILE APP,view_balance,21/03/2026 02:40:42
EVT0002357,CUST003105,Net_Banking,Logout,11-04-2026 13:02
EVT0002358,CUST004307,Mobile_App,login,2026-06-10 12:24:30
EVT0002359,CUST001131,Mobile_App,LOGOUT,02/19/2026 09:54 PM
EVT0002360,CUST003906,NET BANKING,Initiate_Transfer,21/05/2026 23:12:08
EVT0002361,CUST004832,NET_BANKING,View_Balance,05/31/2026 05:21 PM
EVT0002362,CUST002548,,INITIATE_TRANSFER,02-07-2026 09:50
EVT0002363,CUST000981,MOBILE_APP,view_balance,03/01/2026 12:28 AM
EVT0002364,CUST001363,Mobile_App,VIEW_BALANCE,2026-07-17 00:30:07
EVT0002365,CUST003264,Mobile_App,login,16/06/2026 15:22:49
EVT0002366,CUST005123,Net_Banking, LOGOUT,06/29/2026 05:44 AM
EVT0002367,CUST003850,MOBILE_APP,VIEW_BALANCE,06/03/2026 19:02:45
EVT0002368,CUST003473,NET_BANKING, LOGOUT,27-01-2026 09:00
EVT0002369,CUST004327,Net_Banking,Logout,21-01-2026 06:58
EVT0002370,CUST001404,Mobile_App,view_balance,2026-04-19 17:01:30
EVT0002371,CUST004028,MOBILE_APP,logout,2026-02-04 07:26:49
EVT0002372,CUST003197,MOBILE APP,VIEW_BALANCE,2026-03-07 07:53:07
EVT0002373,CUST002891,Net_Banking,INITIATE_TRANSFER,2026-03-11 09:59:00
EVT0002374,CUST001690,MOBILE_APP,VIEW_BALANCE,30/07/2026 00:45:12
EVT0002375,CUST000731,mobile_app,LOGOUT,2026-02-14 20:42:00
EVT0002376,CUST001444,MOBILE_APP,LOGIN ,2026-03-14 18:18:26
EVT0002377,CUST004393,NET_BANKING,LOGOUT,02/21/2026 05:12 AM
EVT0002378,CUST002871,net_banking,LOGIN ,2026-01-05 02:06:39
EVT0002379,CUST002515,NET_BANKING,Initiate_Transfer,15/03/2026 04:11:01
EVT0002380,CUST004382,mobile_app,VIEW_BALANCE,2026-04-03 13:40:57
EVT0002381,CUST001604,NET_BANKING,INITIATE_TRANSFER,17/02/2026 01:36:52
EVT0002382,CUST000119,NET BANKING,Logout,2026-07-26 07:02:49
EVT0002383,CUST004291,mobile_app,INITIATE_TRANSFER,2026-03-16 06:22:39
EVT0002384,CUST000033,Mobile_App,,17-01-2026 17:09
EVT0002385,CUST003734,mobile_app,VIEW_BALANCE,2026-06-07 11:33:57
EVT0002386,CUST001903,MOBILE APP,login,2026-02-18 13:46:07
EVT0002387,CUST000150,Net_Banking,INITIATE_TRANSFER,2026-05-21 18:56:30
EVT0002388,CUST003474,NET_BANKING,Initiate_Transfer,2026-04-16 09:42:53
EVT0002389,CUST004736,mobile_app,LOGIN ,07-07-2026 03:21
EVT0002390,CUST004712,Mobile_App,Logout,2026-03-20 01:47:44
EVT0002391,CUST003525,NET BANKING,LOGIN,07-05-2026 04:56
EVT0002392,CUST000287,NET_BANKING,Login,2026-05-29 17:56:23
EVT0002393,CUST002400,MOBILE_APP,INITIATE_TRANSFER,07/07/2026 05:07:05
EVT0002394,CUST002436,Net_Banking,VIEW_BALANCE,2026-04-04 06:04:47
EVT0002395,CUST000857,Mobile_App,VIEW_BALANCE,2026-05-06 10:15:15
EVT0002396,CUST002663,Net_Banking,Initiate_Transfer,06/06/2026 11:07 AM
EVT0002397,CUST001476,NET_BANKING,initiate_transfer,19/07/2026 00:16:40
EVT0002398,CUST005154,MOBILE_APP,Logout,2026-01-31 20:58:07
EVT0002399,CUST001706,net_banking, LOGOUT,2026-05-28 15:20:17
EVT0002400,CUST004256,NET_BANKING,VIEW_BALANCE,07-02-2026 23:34
EVT0002401,CUST002101,MOBILE_APP,LOGIN ,2026-06-24 21:56:25
EVT0002402,CUST003113,MOBILE_APP,LOGOUT,2026-02-18 02:42:47
EVT0002403,CUST001487,mobile_app,view_balance,19-06-2026 03:21
EVT0002404,CUST001001,NET BANKING,LOGIN,27-06-2026 14:49
EVT0002405,CUST004407,MOBILE_APP,LOGIN ,2026-04-30 23:42:18
EVT0002406,CUST001196,MOBILE_APP,INITIATE_TRANSFER,05/17/2026 12:51 PM
EVT0002407,CUST000639,MOBILE APP,LOGIN,2026-01-20 10:51:34
EVT0002408,CUST002625,MOBILE APP,Login,19/06/2026 22:13:30
EVT0002409,CUST005191,NET BANKING,logout,2026-05-18 06:00:42
EVT0002410,CUST000553,MOBILE APP,Initiate_Transfer,2026-04-14 01:38:42
EVT0002411,CUST004442,NET_BANKING,View_Balance,2026-01-14 13:06:14
EVT0002412,CUST004362,MOBILE_APP,Initiate_Transfer,2026-07-05 09:01:37
EVT0002413,CUST004435,MOBILE_APP,view_balance,2026-04-17 11:05:03
EVT0002414,CUST002173,Mobile_App,INITIATE_TRANSFER,2026-07-18 19:52:54
EVT0002415,CUST002390,NET_BANKING, LOGOUT,22-05-2026 23:33
EVT0002416,CUST005058,Mobile_App,LOGOUT,2026-06-24 11:20:20
EVT0002417,CUST001906,Net_Banking,LOGOUT,2026-01-16 18:43:28
EVT0002418,CUST005179,NET_BANKING, LOGOUT,2026-03-05 01:21:58
EVT0002419,CUST004014,NET_BANKING, LOGOUT,2026-04-19 09:58:20
EVT0002420,CUST004507,Mobile_App,INITIATE_TRANSFER,2026-06-22 10:00:57
EVT0002421,CUST000319,MOBILE APP, LOGOUT,2026-07-29 00:06:38
EVT0002422,CUST003953,NET_BANKING,Login,31-07-2026 00:06
EVT0002423,CUST001211,NET BANKING,initiate_transfer,2026-05-11 02:31:47
EVT0002424,CUST002716,NET_BANKING,logout,2026-07-10 14:02:55
EVT0002425,CUST005178,MOBILE_APP,VIEW_BALANCE,12-02-2026 18:08
EVT0002426,CUST000710,MOBILE APP,Login,2026-01-07 01:31:25
EVT0002427,CUST001131,NET_BANKING,Login,28-07-2026 12:55
EVT0002428,CUST000731,net_banking,Logout,2026-07-07 09:06:00
EVT0002429,CUST001147,net_banking,VIEW_BALANCE,2026-03-12 01:59:32
EVT0002430,CUST003653,NET_BANKING,,2026-04-09 22:55:44
EVT0002431,CUST004975,MOBILE APP,LOGOUT,2026-05-26 15:25:34
EVT0002432,CUST003546,NET_BANKING,logout,04/13/2026 09:39 PM
EVT0002433,CUST000971,MOBILE APP,logout,21-06-2026 21:40
EVT0002434,CUST002064,NET BANKING,login,2026-01-01 01:09:26
EVT0002435,CUST003521,MOBILE_APP,LOGIN,2026-05-20 08:01:29
EVT0002436,CUST002416,NET_BANKING,LOGIN ,10-04-2026 12:28
EVT0002437,CUST002569,Net_Banking,logout,2026-04-27 13:31:46
EVT0002438,CUST004382,net_banking,Initiate_Transfer,2026-01-24 12:03:19
EVT0002439,CUST000929,Mobile_App,VIEW_BALANCE,01-01-2026 03:51
EVT0002440,CUST005166,mobile_app,INITIATE_TRANSFER,04-02-2026 18:30
EVT0002441,CUST004280,NET BANKING,INITIATE_TRANSFER,13-05-2026 11:59
EVT0002442,CUST001708,MOBILE_APP,View_Balance,2026-04-16 18:36:09
EVT0002443,CUST001521,mobile_app,LOGOUT,2026-03-20 13:44:12
EVT0002444,CUST001961,NET BANKING, LOGOUT,07-01-2026 14:07
EVT0002445,CUST001086,MOBILE APP,INITIATE_TRANSFER,2026-05-22 05:05:18
EVT0002446,CUST005093,Mobile_App,View_Balance,2026-04-26 19:25:49
EVT0002447,CUST000811,MOBILE APP,view_balance,10-07-2026 18:17
EVT0002448,CUST002443,Mobile_App,LOGIN,07-04-2026 22:58
EVT0002449,CUST004483,Net_Banking,VIEW_BALANCE,14/04/2026 23:11:31
EVT0002450,CUST004949,MOBILE APP,login,24-07-2026 20:13
EVT0002451,CUST002262,mobile_app,login,17/07/2026 05:26:30
EVT0002452,CUST002064,Net_Banking,VIEW_BALANCE,2026-07-29 16:52:23
EVT0002453,CUST002659,NET_BANKING,LOGIN,2026-07-24 23:09:00
EVT0002454,CUST003322,NET_BANKING,Login,2026-01-06 07:25:12
EVT0002455,CUST001449,NET_BANKING,,15/06/2026 03:39:21
EVT0002456,CUST000511,Mobile_App,view_balance,29-05-2026 11:37
EVT0002457,CUST001225,NET_BANKING,VIEW_BALANCE,06/18/2026 03:31 PM
EVT0002458,CUST004009,NET BANKING,view_balance,07/23/2026 02:48 AM
EVT0002459,CUST003695,Net_Banking,VIEW_BALANCE,2026-05-02 17:14:55
EVT0002460,CUST003118,MOBILE APP, LOGOUT,2026-07-02 12:29:31
EVT0002461,CUST001007,NET_BANKING,LOGIN,2026-02-27 05:47:53
EVT0002462,CUST004387,NET_BANKING,,12-03-2026 20:04
EVT0002463,CUST001256,MOBILE APP, LOGOUT,11-06-2026 13:05
EVT0002464,CUST003091,NET_BANKING,view_balance,2026-07-03 14:00:06
EVT0002465,CUST004154,NET_BANKING,View_Balance,10/07/2026 09:30:35
EVT0002466,CUST000282,Mobile_App,View_Balance,2026-01-09 12:39:20
EVT0002467,CUST003124,mobile_app,LOGIN,23/01/2026 07:34:39
EVT0002468,CUST000945,MOBILE_APP, LOGOUT,2026-03-18 08:03:21
EVT0002469,CUST003492,NET_BANKING,LOGOUT,2026-02-06 06:11:53
EVT0002470,CUST004889,MOBILE_APP,Login,13/05/2026 20:02:46
EVT0002471,CUST001487,NET_BANKING,LOGOUT,13/03/2026 23:41:46
EVT0002472,CUST001369,mobile_app,INITIATE_TRANSFER,2026-05-10 10:22:25
EVT0002473,CUST002187,NET BANKING,INITIATE_TRANSFER,2026-05-27 14:29:28
EVT0002474,CUST004279,NET BANKING,INITIATE_TRANSFER,19-07-2026 14:04
EVT0002475,CUST003806,MOBILE_APP,LOGOUT,2026-04-14 19:01:31
EVT0002476,CUST001129,MOBILE_APP,LOGOUT,2026-05-20 00:27:32
EVT0002477,CUST002851,MOBILE_APP,logout,06/05/2026 10:09:07
EVT0002478,CUST002721,net_banking,View_Balance,2026-04-11 19:27:55
EVT0002479,CUST003969,MOBILE APP,INITIATE_TRANSFER,07/01/2026 06:58 AM
EVT0002480,CUST000522,NET BANKING,Logout,20-07-2026 10:45
EVT0002481,CUST003308,net_banking,initiate_transfer,2026-01-22 14:44:48
EVT0002482,CUST002546,MOBILE_APP,INITIATE_TRANSFER,01/06/2026 22:54:06
EVT0002483,CUST004343,mobile_app,Login,21-01-2026 00:52
EVT0002484,CUST000287,MOBILE_APP,LOGIN ,2026-02-16 09:35:05
EVT0002485,CUST003771,MOBILE_APP,view_balance,08-04-2026 04:49
EVT0002486,CUST000261,Mobile_App,,2026-05-14 04:55:12
EVT0002487,CUST004715,MOBILE_APP,LOGIN ,2026-01-31 19:06:12
EVT0002488,CUST004685,NET_BANKING,login,20-02-2026 07:52
EVT0002489,CUST002598,NET BANKING,LOGIN,2026-02-19 00:56:07
EVT0002490,CUST000933,MOBILE_APP,login,04/13/2026 04:21 PM
EVT0002491,CUST003253,MOBILE_APP,INITIATE_TRANSFER,2026-04-13 16:09:47
EVT0002492,CUST001962,Net_Banking, LOGOUT,2026-06-19 05:42:10
EVT0002493,CUST004274,net_banking,view_balance,12-04-2026 07:45
EVT0002494,CUST002300,NET_BANKING,Logout,14/06/2026 19:29:39
EVT0002495,CUST001799,NET_BANKING,LOGIN,2026-07-08 09:24:28
EVT0002496,CUST000517,mobile_app,LOGIN,2026-05-24 08:41:52
EVT0002497,CUST005140,mobile_app,LOGOUT,2026-01-27 11:39:47
EVT0002498,CUST002125,Net_Banking,Login,2026-02-24 10:58:19
EVT0002499,CUST003657,MOBILE_APP,initiate_transfer,2026-03-15 03:04:42
EVT0002500,CUST003518,NET BANKING,logout,15/06/2026 05:35:15
EVT0002501,CUST004685,NET BANKING, LOGOUT,18-02-2026 22:06
EVT0002502,CUST000419,Mobile_App,,2026-04-14 05:34:19
EVT0002503,CUST003645,Mobile_App,VIEW_BALANCE,2026-04-09 03:09:05
EVT0002504,CUST003571,net_banking,Logout,2026-05-27 03:13:29
EVT0002505,CUST004317,net_banking,LOGIN,2026-02-10 08:16:24
EVT0002506,CUST003863,NET BANKING,login,2026-06-22 15:38:31
EVT0002507,CUST001973,MOBILE_APP,LOGIN,2026-07-18 05:11:36
EVT0002508,CUST004733,Net_Banking,view_balance,02/14/2026 05:41 AM
EVT0002509,CUST002644,NET_BANKING,Initiate_Transfer,2026-01-31 13:07:28
EVT0002510,CUST001513,Net_Banking,LOGIN ,01/28/2026 07:58 PM
EVT0002511,CUST004138,NET BANKING,view_balance,2026-06-17 18:23:29
EVT0002512,CUST000629,MOBILE_APP,View_Balance,04/02/2026 10:01 AM
EVT0002513,CUST005037,NET_BANKING,LOGIN,2026-06-18 03:26:36
EVT0002514,CUST000260,NET_BANKING,login,15-05-2026 15:48
EVT0002515,CUST001787,NET_BANKING,,06-02-2026 22:59
EVT0002516,CUST003886,MOBILE_APP,View_Balance,02/17/2026 03:36 PM
EVT0002517,CUST001284,Mobile_App,VIEW_BALANCE,2026-06-29 06:48:22
EVT0002518,CUST002671,Mobile_App,View_Balance,18-05-2026 18:56
EVT0002519,CUST000766,MOBILE APP, LOGOUT,2026-01-13 00:04:45
EVT0002520,CUST004279,NET BANKING,LOGIN,2026-07-30 22:14:19
EVT0002521,CUST005112,Net_Banking,LOGOUT,2026-01-04 01:23:35
EVT0002522,CUST004283,mobile_app,LOGIN ,14/06/2026 16:07:48
EVT0002523,CUST001691,NET_BANKING,LOGIN,2026-06-05 06:02:03
EVT0002524,CUST000681,MOBILE APP,LOGIN,20/04/2026 04:18:30
EVT0002525,CUST003200,MOBILE_APP,logout,2026-01-08 14:27:02
EVT0002526,CUST003326,net_banking,Login,2026-05-19 02:14:13
EVT0002527,CUST005097,net_banking,VIEW_BALANCE,2026-04-24 05:42:41
EVT0002528,CUST001633,NET_BANKING,LOGIN,29-01-2026 23:48
EVT0002529,CUST002201,MOBILE APP,LOGIN,05-03-2026 01:49
EVT0002530,CUST001490,mobile_app,LOGOUT,01/06/2026 07:28:30
EVT0002531,CUST003551,Mobile_App,View_Balance,2026-03-07 02:45:23
EVT0002532,CUST004314,mobile_app,LOGOUT,06/08/2026 03:46 AM
EVT0002533,CUST002908,Mobile_App,INITIATE_TRANSFER,2026-06-17 09:30:49
EVT0002534,CUST004822,MOBILE_APP,initiate_transfer,03/01/2026 12:01:09
EVT0002535,CUST002589,NET BANKING,LOGOUT,16/01/2026 00:51:38
EVT0002536,CUST000916,MOBILE_APP,LOGOUT,2026-07-18 01:26:55
EVT0002537,CUST001247,MOBILE APP,Logout,01/09/2026 11:38 PM
EVT0002538,CUST004320,mobile_app, LOGOUT,2026-02-04 17:23:53
EVT0002539,CUST000066,NET_BANKING,LOGIN ,2026-06-12 04:08:05
EVT0002540,CUST002441,net_banking,VIEW_BALANCE,03/12/2026 04:40 PM
EVT0002541,CUST004198,MOBILE_APP,view_balance,2026-07-26 19:44:12
EVT0002542,CUST004384,NET_BANKING,initiate_transfer,01-06-2026 12:10
EVT0002543,CUST002781,MOBILE_APP,view_balance,01-05-2026 13:24
EVT0002544,CUST003516,MOBILE_APP,INITIATE_TRANSFER,2026-07-26 00:47:56
EVT0002545,CUST005011,Mobile_App,logout,2026-04-12 21:29:00
EVT0002546,CUST003029,MOBILE APP,LOGIN ,25/07/2026 04:25:39
EVT0002547,CUST000365,mobile_app,view_balance,14/01/2026 16:46:43
EVT0002548,CUST003674,MOBILE_APP,logout,2026-02-12 16:42:20
EVT0002549,CUST000874,MOBILE_APP,Initiate_Transfer,2026-01-04 14:43:46
EVT0002550,CUST004794,NET_BANKING,VIEW_BALANCE,2026-02-16 13:40:21
EVT0002551,CUST001083,NET_BANKING,INITIATE_TRANSFER,2026-03-01 07:40:37
EVT0002552,CUST000076,Net_Banking,View_Balance,03/04/2026 11:19 PM
EVT0002553,CUST004976,NET_BANKING,View_Balance,2026-02-11 20:36:24
EVT0002554,CUST001477,NET_BANKING,VIEW_BALANCE,02/09/2026 07:20 PM
EVT0002555,CUST001294,Mobile_App, LOGOUT,2026-07-08 20:12:37
EVT0002556,CUST003157,Net_Banking,login,2026-04-15 06:07:15
